,id,compas_screening_date,sex,dob,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,r_offense_date,r_jail_in,r_jail_out,violent_recid,is_violent_recid,vr_charge_degree,type_of_assessment,decile_score.1,score_text,screening_date,v_type_of_assessment,v_decile_score,v_score_text,v_screening_date,in_custody,out_custody,priors_count.1,start,end,event
6292,9603,20130401,Female,19820328,34,25 - 45,African-American,0,2,0,0,5,-1.0,20130331.0,20130409.0,20130331.0,,1.0,F,1,(M1),,20131222.0,,,,0,,Risk of Recidivism,2,Low,20130401,Risk of Violence,1,Low,20130401,20130331.0,20130409.0,5,8,265,1
6293,9604,20140730,Male,19980120,18,Less than 25,African-American,5,5,0,2,4,7.0,20140806.0,20140830.0,,20140314.0,138.0,F,1,(F3),,20140928.0,,,,1,(F3),Risk of Recidivism,5,Medium,20140730,Risk of Violence,9,High,20140730,20140806.0,20140830.0,4,0,7,0
6294,9606,20130810,Female,19891119,26,25 - 45,Caucasian,0,6,0,0,3,-1.0,20130809.0,20130810.0,20130809.0,,1.0,F,1,(M1),,20131016.0,,,,0,,Risk of Recidivism,6,Medium,20130810,Risk of Violence,4,Low,20130810,20140515.0,20140605.0,3,0,67,1
6295,9608,20130811,Female,19920501,23,Less than 25,Caucasian,0,6,0,0,0,-1.0,20130810.0,20130822.0,20130810.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,6,Medium,20130811,Risk of Violence,5,Medium,20130811,20130810.0,20130822.0,0,11,964,0
6296,9609,20131218,Female,19840110,32,25 - 45,Hispanic,0,5,0,1,8,-8.0,20131210.0,20131217.0,20131210.0,,8.0,M,1,(M1),,20141023.0,,,,1,(M1),Risk of Recidivism,5,Medium,20131218,Risk of Violence,2,Low,20131218,20131210.0,20131217.0,8,0,309,1
6297,9612,20140130,Male,19710616,44,25 - 45,Caucasian,0,1,0,0,1,0.0,20140130.0,20140130.0,20140130.0,,0.0,M,1,(M2),,20140715.0,,,,0,,Risk of Recidivism,1,Low,20140130,Risk of Violence,1,Low,20140130,20140130.0,20140130.0,1,0,166,1
6298,9613,20130415,Male,19630125,53,Greater than 45,Caucasian,0,4,0,0,9,-1.0,20130414.0,20130810.0,20130414.0,,1.0,F,1,(F3),,20130503.0,,,,0,,Risk of Recidivism,4,Low,20130415,Risk of Violence,7,Medium,20130415,20130414.0,20130810.0,9,0,18,1
6299,9616,20130130,Male,19890307,27,25 - 45,African-American,0,5,0,0,6,841.0,20150521.0,20150917.0,20120925.0,,127.0,F,0,,,,,,,0,,Risk of Recidivism,5,Medium,20130130,Risk of Violence,5,Medium,20130130,20150521.0,20150917.0,6,0,841,0
6300,9617,20140928,Male,19890317,27,25 - 45,African-American,0,4,0,0,4,0.0,20140928.0,20140929.0,20140928.0,,0.0,F,1,(M2),0.0,20150113.0,20150113.0,20150114.0,,0,,Risk of Recidivism,4,Low,20140928,Risk of Violence,2,Low,20140928,20150113.0,20150114.0,4,1,107,1
6301,9618,20130222,Male,19900820,25,25 - 45,Caucasian,0,6,0,0,2,0.0,20130222.0,20130222.0,20130222.0,,0.0,F,1,(M2),,20150927.0,,,,0,,Risk of Recidivism,6,Medium,20130222,Risk of Violence,7,Medium,20130222,20130222.0,20130222.0,2,0,947,1
6302,9619,20130806,Male,19680419,48,Greater than 45,Caucasian,0,6,0,0,18,48.0,20130923.0,20140204.0,20130521.0,,77.0,F,1,(F3),0.0,20140706.0,20140706.0,20150326.0,,0,,Risk of Recidivism,6,Medium,20130806,Risk of Violence,1,Low,20130806,20130923.0,20140204.0,18,0,48,0
6303,9620,20141112,Male,19961026,19,Less than 25,Caucasian,0,10,1,3,1,-1.0,20141111.0,20141119.0,20141111.0,,1.0,F,1,(M1),,20150115.0,,,,0,,Risk of Recidivism,10,High,20141112,Risk of Violence,10,High,20141112,20141213.0,20141213.0,1,7,31,0
6304,9621,20130421,Male,19630413,53,Greater than 45,Caucasian,0,2,0,0,0,-1.0,20130420.0,20130501.0,20130420.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20130421,Risk of Violence,1,Low,20130421,20130420.0,20130501.0,0,10,1076,0
6305,9624,20130204,Male,19770305,39,25 - 45,African-American,0,3,0,0,0,-3.0,20130201.0,20130202.0,20130201.0,,3.0,M,0,,,,,,,0,,Risk of Recidivism,3,Low,20130204,Risk of Violence,4,Low,20130204,20130201.0,20130202.0,0,0,1152,0
6306,9625,20131210,Male,19780910,37,25 - 45,Other,0,4,0,0,2,-1.0,20131209.0,20140129.0,,20131209.0,1.0,F,1,(M2),0.0,20151005.0,20151005.0,20151006.0,,1,(M1),Risk of Recidivism,4,Low,20131210,Risk of Violence,3,Low,20131210,20151005.0,20151006.0,2,50,664,1
6307,9626,20130104,Male,19880825,27,25 - 45,African-American,1,8,0,0,6,0.0,20130104.0,20130104.0,20130104.0,,0.0,F,1,(M2),,20130116.0,,,,0,,Risk of Recidivism,8,High,20130104,Risk of Violence,5,Medium,20130104,20130104.0,20130104.0,6,0,12,1
6308,9627,20140611,Female,19861013,29,25 - 45,Caucasian,0,4,0,0,1,-45.0,20140427.0,20140503.0,20140427.0,,45.0,F,1,(F3),0.0,20140929.0,20140929.0,20140930.0,,0,,Risk of Recidivism,4,Low,20140611,Risk of Violence,2,Low,20140611,20140929.0,20140930.0,1,0,110,1
6309,9628,20130610,Female,19940924,21,Less than 25,African-American,0,10,0,0,2,-10.0,20130531.0,20130601.0,20130531.0,,10.0,F,1,(M1),0.0,20130718.0,20130718.0,20130915.0,,0,,Risk of Recidivism,10,High,20130610,Risk of Violence,8,High,20130610,20130718.0,20130915.0,2,0,38,1
6310,9629,20140212,Female,19911113,24,Less than 25,African-American,0,9,0,0,7,-1.0,20140211.0,20140212.0,20140211.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,9,High,20140212,Risk of Violence,7,Medium,20140212,20140211.0,20140212.0,7,0,779,0
6311,9630,20130310,Male,19830109,33,25 - 45,Caucasian,0,1,0,0,0,-1.0,20130309.0,20130310.0,20130309.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20130310,Risk of Violence,1,Low,20130310,20130309.0,20130310.0,0,0,1118,0
6312,9631,20130521,Female,19920406,24,Less than 25,Caucasian,0,4,0,4,1,-24.0,20130427.0,20130428.0,20130427.0,,24.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20130521,Risk of Violence,4,Low,20130521,20130427.0,20130428.0,1,0,1046,0
6313,9632,20140317,Male,19690818,46,Greater than 45,Caucasian,0,1,0,0,1,-4.0,20140313.0,20140314.0,20140313.0,,4.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20140317,Risk of Violence,1,Low,20140317,20140313.0,20140314.0,1,0,746,0
6314,9633,20130406,Male,19840311,32,25 - 45,Hispanic,0,7,0,0,7,-1.0,20130405.0,20130406.0,20130405.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,7,Medium,20130406,Risk of Violence,3,Low,20130406,20130405.0,20130406.0,7,0,1091,0
6315,9634,20130325,Male,19910908,24,Less than 25,Hispanic,0,3,0,0,2,-25.0,20130228.0,20130309.0,20130228.0,,25.0,F,0,,,,,,,0,,Risk of Recidivism,3,Low,20130325,Risk of Violence,4,Low,20130325,20130228.0,20130309.0,2,0,1103,0
6316,9635,20130325,Female,19770918,38,25 - 45,Caucasian,0,1,0,0,0,-1.0,20130324.0,20130327.0,20130324.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130325,Risk of Violence,1,Low,20130325,20130324.0,20130327.0,0,2,1103,0
6317,9636,20140303,Male,19860329,30,25 - 45,African-American,0,10,2,2,13,0.0,20140303.0,20140306.0,20140303.0,,0.0,F,1,(F2),0.0,20140514.0,20140514.0,20140518.0,,0,,Risk of Recidivism,10,High,20140303,Risk of Violence,9,High,20140303,20140514.0,20140518.0,13,3,72,1
6318,9640,20141214,Male,19891014,26,25 - 45,African-American,0,9,2,2,27,-1.0,20141213.0,20141223.0,20141213.0,,1.0,M,1,(F3),0.0,20150404.0,20150404.0,20150625.0,,0,,Risk of Recidivism,9,High,20141214,Risk of Violence,10,High,20141214,20150131.0,20150131.0,27,9,48,0
6319,9641,20130207,Male,19581128,57,Greater than 45,Caucasian,0,1,0,0,2,-28.0,20130110.0,20130119.0,20130110.0,,28.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130207,Risk of Violence,1,Low,20130207,20130110.0,20130119.0,2,0,1149,0
6320,9643,20130801,Male,19730130,43,25 - 45,Caucasian,0,1,0,0,0,-1.0,20130731.0,20130802.0,,20130731.0,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130801,Risk of Violence,1,Low,20130801,20130731.0,20130802.0,0,1,974,0
6321,9644,20130313,Male,19931023,22,Less than 25,African-American,0,6,0,0,0,0.0,20130313.0,20130313.0,20130313.0,,0.0,M,0,,,,,,,0,,Risk of Recidivism,6,Medium,20130313,Risk of Violence,6,Medium,20130313,20130313.0,20130313.0,0,0,1115,0
6322,9645,20131230,Male,19891028,26,25 - 45,Caucasian,0,4,0,0,1,,,,,20130210.0,323.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20131230,Risk of Violence,3,Low,20131230,,,1,0,823,0
6323,9646,20130806,Female,19871221,28,25 - 45,African-American,0,9,0,0,9,-12.0,20130725.0,20130806.0,,20130725.0,12.0,M,1,(F2),66.0,20131105.0,20140110.0,20141126.0,,1,(F3),Risk of Recidivism,9,High,20130806,Risk of Violence,9,High,20130806,20141126.0,20150101.0,9,0,91,1
6324,9648,20130216,Male,19650325,51,Greater than 45,Caucasian,0,4,0,0,3,-1.0,20130215.0,20130222.0,20130215.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20130216,Risk of Violence,3,Low,20130216,20150224.0,20150224.0,3,6,738,0
6325,9651,20140313,Male,19740518,41,25 - 45,Hispanic,0,1,0,0,3,-1.0,20140312.0,20140313.0,20140312.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20140313,Risk of Violence,1,Low,20140313,20140312.0,20140313.0,3,0,750,0
6326,9653,20130126,Male,19920215,24,Less than 25,Caucasian,0,7,0,0,1,-1.0,20130125.0,20130126.0,20130125.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,7,Medium,20130126,Risk of Violence,5,Medium,20130126,20130125.0,20130126.0,1,0,1161,0
6327,9654,20131013,Male,19680419,48,Greater than 45,African-American,0,2,0,0,3,-1.0,20131012.0,20131013.0,20131012.0,,1.0,F,1,(M2),,20131221.0,,,,0,,Risk of Recidivism,2,Low,20131013,Risk of Violence,1,Low,20131013,20131012.0,20131013.0,3,0,69,1
6328,9655,20140720,Male,19890526,26,25 - 45,Caucasian,0,3,0,0,0,-1.0,20140719.0,20140721.0,20140719.0,,1.0,M,1,(M2),,20140910.0,,,,0,,Risk of Recidivism,3,Low,20140720,Risk of Violence,3,Low,20140720,20140719.0,20140721.0,0,1,52,1
6329,9656,20131228,Male,19840420,31,25 - 45,African-American,0,2,0,0,6,0.0,20131228.0,20131229.0,20131228.0,,0.0,F,1,(M2),,20150116.0,,,,0,,Risk of Recidivism,2,Low,20131228,Risk of Violence,2,Low,20131228,20131228.0,20131229.0,6,1,384,1
6330,9658,20130203,Male,19880910,27,25 - 45,African-American,1,10,2,1,6,-1.0,20130202.0,20130203.0,,20130202.0,1.0,M,0,,,,,,,0,,Risk of Recidivism,10,High,20130203,Risk of Violence,10,High,20130203,20130712.0,20130720.0,6,0,159,0
6331,9659,20140203,Male,19900820,25,25 - 45,African-American,0,4,0,0,0,-1.0,20140202.0,20140203.0,20140202.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20140203,Risk of Violence,4,Low,20140203,20150504.0,20150519.0,0,0,455,0
6332,9662,20130514,Male,19591004,56,Greater than 45,Caucasian,0,3,0,0,3,0.0,20130514.0,20130514.0,20130514.0,,0.0,M,0,,,,,,,0,,Risk of Recidivism,3,Low,20130514,Risk of Violence,2,Low,20130514,20130514.0,20130514.0,3,0,1053,0
6333,9663,20140106,Female,19870209,29,25 - 45,African-American,0,4,0,0,1,-1.0,20140105.0,20140107.0,20140105.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20140106,Risk of Violence,3,Low,20140106,20140105.0,20140107.0,1,1,816,0
6334,9664,20140827,Female,19850725,30,25 - 45,Caucasian,0,3,0,0,3,-1.0,20140826.0,20140826.0,,20140826.0,1.0,F,1,(F3),0.0,20160113.0,20160113.0,20160116.0,,0,,Risk of Recidivism,3,Low,20140827,Risk of Violence,1,Low,20140827,20160113.0,20160116.0,3,0,504,1
6335,9666,20130410,Male,19941006,21,Less than 25,African-American,0,8,0,0,0,-1.0,20130409.0,20130411.0,20130409.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,8,High,20130410,Risk of Violence,9,High,20130410,20150506.0,20150506.0,0,1,756,0
6336,9667,20130722,Male,19940105,22,Less than 25,Caucasian,0,4,0,0,1,-2.0,20130720.0,20130721.0,20130720.0,,2.0,F,1,(F3),0.0,20130730.0,20130730.0,20130731.0,,0,,Risk of Recidivism,4,Low,20130722,Risk of Violence,5,Medium,20130722,20130730.0,20130731.0,1,0,8,1
6337,9668,20130924,Female,19880201,28,25 - 45,African-American,0,2,0,0,0,-1.0,20130923.0,20130924.0,20130923.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,2,Low,20130924,Risk of Violence,2,Low,20130924,20130923.0,20130924.0,0,0,920,0
6338,9669,20140206,Male,19800926,35,25 - 45,African-American,0,1,0,0,2,0.0,20140206.0,20140206.0,20140205.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20140206,Risk of Violence,1,Low,20140206,20140911.0,20140918.0,2,0,217,0
6339,9670,20130315,Male,19930222,23,Less than 25,Caucasian,0,2,0,0,0,-1.0,20130314.0,20130315.0,20130314.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20130315,Risk of Violence,5,Medium,20130315,20130314.0,20130315.0,0,0,1113,0
6340,9672,20140211,Male,19670727,48,Greater than 45,African-American,0,8,0,0,4,0.0,20140211.0,20140211.0,,20020813.0,4200.0,F,0,,,,,,,0,,Risk of Recidivism,8,High,20140211,Risk of Violence,4,Low,20140211,20140326.0,20140329.0,4,0,43,0
6341,9674,20140419,Male,19930717,22,Less than 25,Caucasian,0,8,1,2,4,-1.0,20140418.0,20140421.0,20140418.0,,1.0,M,1,(M2),,20140815.0,,,,0,,Risk of Recidivism,8,High,20140419,Risk of Violence,5,Medium,20140419,20140418.0,20140421.0,4,2,118,1
6342,9676,20130217,Male,19780427,37,25 - 45,African-American,0,9,0,0,2,0.0,20130217.0,20130806.0,,20130217.0,0.0,F,0,,,,,,,0,,Risk of Recidivism,9,High,20130217,Risk of Violence,7,Medium,20130217,20130806.0,20140327.0,2,403,1139,0
6343,9677,20140204,Male,19821014,33,25 - 45,African-American,0,1,0,0,0,-1.0,20140203.0,20140204.0,20140202.0,,2.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20140204,Risk of Violence,1,Low,20140204,20140327.0,20140402.0,0,0,51,0
6344,9681,20140302,Male,19930201,23,Less than 25,African-American,0,7,0,1,5,-1.0,20140301.0,20140303.0,20140301.0,,1.0,F,1,(M1),,20141025.0,,,,1,(M1),Risk of Recidivism,7,Medium,20140302,Risk of Violence,4,Low,20140302,20140301.0,20140303.0,5,1,237,1
6345,9685,20140622,Male,19940407,22,Less than 25,African-American,0,7,0,1,0,-1.0,20140621.0,20140622.0,20140621.0,,1.0,M,1,(M2),,20150329.0,,,,0,,Risk of Recidivism,7,Medium,20140622,Risk of Violence,6,Medium,20140622,20140621.0,20140622.0,0,0,280,1
6346,9686,20140116,Male,19920327,24,Less than 25,African-American,0,4,0,0,0,0.0,20140116.0,20140117.0,20140115.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20140116,Risk of Violence,3,Low,20140116,20140116.0,20140117.0,0,1,806,0
6347,9687,20130126,Male,19710909,44,25 - 45,African-American,0,7,0,0,2,-1.0,20130125.0,20130130.0,,20130125.0,1.0,M,0,,,,,,,0,,Risk of Recidivism,7,Medium,20130126,Risk of Violence,4,Low,20130126,20130125.0,20130130.0,2,4,1161,0
6348,9689,20130109,Male,19891128,26,25 - 45,African-American,0,4,0,0,4,624.0,20140925.0,20141010.0,20121029.0,,72.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20130109,Risk of Violence,6,Medium,20130109,20140925.0,20141010.0,4,0,624,0
6349,9690,20130817,Female,19890804,26,25 - 45,African-American,0,2,0,0,0,-1.0,20130816.0,20130817.0,20130816.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,2,Low,20130817,Risk of Violence,2,Low,20130817,20130816.0,20130817.0,0,0,958,0
6350,9691,20131025,Male,19861216,29,25 - 45,African-American,0,6,0,0,2,-1.0,20131024.0,20131026.0,,20131024.0,1.0,F,0,,,,,,,0,,Risk of Recidivism,6,Medium,20131025,Risk of Violence,5,Medium,20131025,20150409.0,20150423.0,2,1,531,0
6351,9693,20130528,Male,19890509,26,25 - 45,Hispanic,0,2,0,1,0,-1.0,20130527.0,20130528.0,20130527.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20130528,Risk of Violence,2,Low,20130528,20130527.0,20130528.0,0,0,1039,0
6352,9695,20130528,Male,19851007,30,25 - 45,Caucasian,0,1,0,0,1,-1.0,20130527.0,20130528.0,20130527.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20130528,Risk of Violence,1,Low,20130528,20130527.0,20130528.0,1,0,1039,0
6353,9698,20130418,Male,19930221,23,Less than 25,African-American,0,6,0,0,1,-1.0,20130417.0,20130421.0,20130417.0,,1.0,F,1,(F3),,20130601.0,,,,0,,Risk of Recidivism,6,Medium,20130418,Risk of Violence,5,Medium,20130418,20130417.0,20130421.0,1,3,44,1
6354,9699,20130222,Male,19731226,42,25 - 45,Other,0,2,0,0,1,-2.0,20130220.0,20130221.0,20130114.0,,39.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20130222,Risk of Violence,2,Low,20130222,20130220.0,20130221.0,1,0,1134,0
6355,9703,20130318,Female,19880318,28,25 - 45,African-American,0,3,0,0,0,-1.0,20130317.0,20130319.0,20130317.0,,1.0,F,1,(M1),0.0,20140327.0,20140327.0,20140328.0,,1,(M1),Risk of Recidivism,3,Low,20130318,Risk of Violence,3,Low,20130318,20140327.0,20140328.0,0,1,374,1
6356,9704,20140111,Male,19951109,20,Less than 25,African-American,0,3,0,0,0,-1.0,20140110.0,20140121.0,20140110.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,3,Low,20140111,Risk of Violence,6,Medium,20140111,20140313.0,20140505.0,0,10,61,0
6357,9706,20140102,Female,19911102,24,Less than 25,Caucasian,0,7,2,0,7,-1.0,20140101.0,20140102.0,20140101.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,7,Medium,20140102,Risk of Violence,4,Low,20140102,20140101.0,20140102.0,7,0,820,0
6358,9707,20140306,Female,19790518,36,25 - 45,Other,0,7,1,0,6,-21.0,20140213.0,20140213.0,20140213.0,,21.0,F,1,(M1),0.0,20160222.0,20160222.0,20160227.0,,0,,Risk of Recidivism,7,Medium,20140306,Risk of Violence,2,Low,20140306,20160222.0,20160227.0,6,0,718,1
6359,9708,20140601,Male,19780920,37,25 - 45,African-American,0,2,0,0,6,-1.0,20140531.0,20140601.0,20140531.0,,1.0,F,1,(M2),0.0,20140709.0,20140709.0,20140710.0,,0,,Risk of Recidivism,2,Low,20140601,Risk of Violence,1,Low,20140601,20140709.0,20140710.0,6,0,38,1
6360,9709,20130427,Female,19941130,21,Less than 25,African-American,0,9,0,0,1,-1.0,20130426.0,20130430.0,20130426.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,9,High,20130427,Risk of Violence,9,High,20130427,20151021.0,20151122.0,1,3,907,0
6361,9710,20140720,Male,19881125,27,25 - 45,African-American,0,5,0,0,8,-1.0,20140719.0,20140814.0,20140719.0,,1.0,F,1,(F3),56.0,20140902.0,20141028.0,20150127.0,,1,(F3),Risk of Recidivism,5,Medium,20140720,Risk of Violence,6,Medium,20140720,20140719.0,20140814.0,8,25,44,1
6362,9712,20130827,Male,19900326,26,25 - 45,African-American,0,4,0,0,2,-1.0,20130826.0,20130827.0,20130826.0,,1.0,F,1,(M1),0.0,20131113.0,20131113.0,20131114.0,,0,,Risk of Recidivism,4,Low,20130827,Risk of Violence,3,Low,20130827,20131113.0,20131114.0,2,0,78,1
6363,9713,20131013,Male,19730425,42,25 - 45,Caucasian,0,1,0,0,0,0.0,20131013.0,20131019.0,20131012.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20131013,Risk of Violence,1,Low,20131013,20131013.0,20131019.0,0,6,901,0
6364,9714,20140104,Male,19920614,23,Less than 25,African-American,0,10,0,0,8,-1.0,20140103.0,20140106.0,20140103.0,,1.0,F,1,(M1),0.0,20150128.0,20150128.0,20150129.0,,0,,Risk of Recidivism,10,High,20140104,Risk of Violence,6,Medium,20140104,20140317.0,20140324.0,8,2,72,0
6365,9715,20131202,Male,19730211,43,25 - 45,Caucasian,0,1,0,0,1,-131.0,20130724.0,20130725.0,,20130724.0,131.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20131202,Risk of Violence,1,Low,20131202,20130724.0,20130725.0,1,0,851,0
6366,9717,20140212,Female,19610119,55,Greater than 45,Caucasian,0,1,0,0,0,-3.0,20140209.0,20140210.0,20140209.0,,3.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20140212,Risk of Violence,1,Low,20140212,20140209.0,20140210.0,0,0,779,0
6367,9720,20130103,Male,19770512,38,25 - 45,Caucasian,0,3,0,0,0,53.0,20130225.0,20130225.0,20121228.0,,6.0,F,1,(M2),0.0,20130225.0,20130225.0,20130225.0,,0,,Risk of Recidivism,3,Low,20130103,Risk of Violence,3,Low,20130103,20130225.0,20130225.0,0,0,53,0
6368,9722,20131023,Male,19910421,24,Less than 25,Caucasian,0,6,0,0,1,-1.0,20131022.0,20131026.0,,20131022.0,1.0,F,1,(F3),,20151008.0,,,,0,,Risk of Recidivism,6,Medium,20131023,Risk of Violence,4,Low,20131023,20131022.0,20131026.0,1,3,715,1
6369,9723,20130503,Male,19920617,23,Less than 25,African-American,0,4,0,0,0,0.0,20130503.0,20130504.0,20130503.0,,0.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20130503,Risk of Violence,6,Medium,20130503,20130503.0,20130504.0,0,1,1064,0
6370,9724,20130427,Female,19511212,64,Greater than 45,African-American,0,1,0,0,0,-1.0,20130426.0,20130430.0,20130426.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130427,Risk of Violence,1,Low,20130427,20130426.0,20130430.0,0,3,1070,0
6371,9725,20130923,Male,19671004,48,Greater than 45,Other,0,1,0,0,0,-1.0,20130922.0,20130924.0,20130922.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20130923,Risk of Violence,1,Low,20130923,20130922.0,20130924.0,0,1,921,0
6372,9727,20130219,Male,19830714,32,25 - 45,African-American,0,5,1,2,11,805.0,20150505.0,20150506.0,20120823.0,,180.0,F,1,(M2),,20141230.0,,,,0,,Risk of Recidivism,5,Medium,20130219,Risk of Violence,4,Low,20130219,20150830.0,20151117.0,11,0,679,1
6373,9729,20130222,Female,19760630,39,25 - 45,African-American,0,5,0,0,0,0.0,20130222.0,20130421.0,20130221.0,,1.0,F,1,(F3),,20150411.0,,,,0,,Risk of Recidivism,5,Medium,20130222,Risk of Violence,2,Low,20130222,20131017.0,20140412.0,0,58,237,0
6374,9730,20130526,Male,19860225,30,25 - 45,Caucasian,0,2,0,0,0,-1.0,20130525.0,20130526.0,20130525.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,2,Low,20130526,Risk of Violence,3,Low,20130526,20130525.0,20130526.0,0,0,1041,0
6375,9731,20140107,Female,19940124,22,Less than 25,African-American,0,4,0,0,1,-3.0,20140104.0,20140104.0,20140103.0,,4.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20140107,Risk of Violence,4,Low,20140107,20140104.0,20140104.0,1,0,815,0
6376,9732,20141014,Male,19950615,20,Less than 25,African-American,0,6,0,0,2,0.0,20141014.0,20141211.0,,20141014.0,0.0,F,1,(M2),,20150221.0,,,,0,,Risk of Recidivism,6,Medium,20141014,Risk of Violence,7,Medium,20141014,20141014.0,20141211.0,2,58,130,1
6377,9733,20131105,Male,19950226,21,Less than 25,African-American,0,4,0,0,0,-1.0,20131104.0,20131108.0,20131104.0,,1.0,F,1,(F2),0.0,20131115.0,20131115.0,20131116.0,,0,,Risk of Recidivism,4,Low,20131105,Risk of Violence,7,Medium,20131105,20131115.0,20131116.0,0,3,10,1
6378,9734,20131017,Male,19911101,24,Less than 25,Caucasian,0,4,0,0,0,0.0,20131017.0,20131017.0,20131017.0,,0.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20131017,Risk of Violence,5,Medium,20131017,20131017.0,20131017.0,0,0,897,0
6379,9735,20130920,Male,19660905,49,Greater than 45,Hispanic,0,1,0,0,2,-40.0,20130811.0,20130920.0,20130811.0,,40.0,M,1,(M1),,20160301.0,,,,0,,Risk of Recidivism,1,Low,20130920,Risk of Violence,1,Low,20130920,20130811.0,20130920.0,2,0,893,1
6380,9737,20131223,Male,19651008,50,Greater than 45,Caucasian,0,1,0,0,2,-32.0,20131121.0,20131122.0,20131121.0,,32.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20131223,Risk of Violence,1,Low,20131223,20131121.0,20131122.0,2,0,830,0
6381,9738,20130429,Male,19860124,30,25 - 45,African-American,0,7,0,0,3,-1.0,20130428.0,20131120.0,20130428.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,7,Medium,20130429,Risk of Violence,7,Medium,20130429,20130428.0,20131120.0,3,205,1068,0
6382,9739,20140530,Male,19641129,51,Greater than 45,African-American,0,8,0,0,12,21.0,20140620.0,20141119.0,20131227.0,,154.0,F,1,(M1),,20151116.0,,,,0,,Risk of Recidivism,8,High,20140530,Risk of Violence,8,High,20140530,20140620.0,20141119.0,12,0,21,0
6383,9740,20130516,Male,19950303,21,Less than 25,African-American,0,9,2,0,2,111.0,20130904.0,20131022.0,20121124.0,,173.0,M,1,(M1),0.0,20130904.0,20130904.0,20131022.0,,1,(M1),Risk of Recidivism,9,High,20130516,Risk of Violence,8,High,20130516,20130904.0,20131022.0,2,0,111,1
6384,9741,20131226,Male,19941212,21,Less than 25,African-American,1,10,0,2,1,-1.0,20131225.0,20131227.0,,20131225.0,1.0,F,1,(F3),,20150518.0,,,,0,,Risk of Recidivism,10,High,20131226,Risk of Violence,10,High,20131226,20140110.0,20140424.0,1,1,15,0
6385,9743,20130912,Male,19841005,31,25 - 45,African-American,0,10,0,0,1,-1.0,20130911.0,20130912.0,20130911.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,10,High,20130912,Risk of Violence,6,Medium,20130912,20131227.0,20140114.0,1,0,106,0
6386,9745,20130217,Male,19920730,23,Less than 25,African-American,0,7,0,0,2,-1.0,20130216.0,20130220.0,20130216.0,,1.0,M,1,(M1),,20130727.0,,,,0,,Risk of Recidivism,7,Medium,20130217,Risk of Violence,7,Medium,20130217,20130216.0,20130220.0,2,3,160,1
