@relation none
@attribute id integer
@attribute compas_screening_date integer
@attribute sex string
@attribute dob integer
@attribute age integer
@attribute age_cat string
@attribute race string
@attribute juv_fel_count integer
@attribute decile_score integer
@attribute juv_misd_count integer
@attribute juv_other_count integer
@attribute priors_count integer
@attribute days_b_screening_arrest real
@attribute c_jail_in real
@attribute c_jail_out real
@attribute c_offense_date real
@attribute c_arrest_date real
@attribute c_days_from_compas real
@attribute c_charge_degree string
@attribute c_charge_desc string
@attribute is_recid integer
@attribute r_charge_degree string
@attribute r_days_from_arrest real
@attribute r_offense_date real
@attribute r_charge_desc string
@attribute r_jail_in real
@attribute r_jail_out real
@attribute violent_recid real
@attribute is_violent_recid integer
@attribute vr_charge_degree string
@attribute type_of_assessment string
@attribute decile_score.1 integer
@attribute score_text string
@attribute screening_date integer
@attribute v_type_of_assessment string
@attribute v_decile_score integer
@attribute v_score_text string
@attribute v_screening_date integer
@attribute in_custody real
@attribute out_custody real
@attribute priors_count.1 integer
@attribute start integer
@attribute end integer
@attribute event integer
@attribute two_year_recid string
@data
7520,20130310,'Female',19920730,23,'Less than 25','Caucasian',0,6,0,0,0,3.304763283625308,20133664.740987405,20134070.9431012,20132323.86044592,20120920.0,171.0,'M','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130310,'Risk of Violence',5,'Medium',20130310,20136526.64402408,20137681.66408713,0,0,1118,0,'0'
7522,20140307,'Male',19800324,36,'25 - 45','African-American',0,2,0,0,7,-1.0,20140306.0,20140308.0,20140306.0,20129338.55233069,1.0,'F','Possession of Cocaine',1,'(M2)',36.0,20140401.0,'Unlaw LicTag/Sticker Attach',20140507.0,20140524.0,nan,0,'(M1)','Risk of Recidivism',2,'Low',20140307,'Risk of Violence',1,'Low',20140307,20140306.0,20140308.0,7,1,25,1,'1'
7523,20141005,'Male',19891208,26,'25 - 45','African-American',0,1,0,0,1,-1.0,20141004.0,20141005.0,20141004.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(F3)',20.269430051813472,20141116.0,'Felony Batt(Great Bodily Harm)',20142328.04015544,20143381.623488773,nan,1,'(F3)','Risk of Recidivism',1,'Low',20141005,'Risk of Violence',2,'Low',20141005,20141004.0,20141005.0,1,0,42,1,'1'
7524,20130909,'Female',19840309,32,'25 - 45','Hispanic',0,2,0,0,0,-3.0,20130906.0,20130906.0,20130905.0,20129338.55233069,4.0,'F','Possession of Cocaine',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130909,'Risk of Violence',1,'Low',20130909,20130906.0,20130906.0,0,0,935,0,'0'
7525,20130709,'Male',19900216,26,'25 - 45','Caucasian',0,4,0,0,2,-60.0,20130510.0,20130510.0,20130510.0,20129338.55233069,60.0,'F','Felony Battery w/Prior Convict',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130709,'Risk of Violence',4,'Low',20130709,20130510.0,20130510.0,2,0,997,0,'0'
7526,20130115,'Male',19921115,23,'Less than 25','Caucasian',0,3,0,0,0,-1.0,20130114.0,20130115.0,20130114.0,20129338.55233069,1.0,'M','Resist/Obstruct W/O Violence',1,'(M1)',0.0,20130527.0,'Resist/Obstruct W/O Violence',20130527.0,20140125.0,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130115,'Risk of Violence',5,'Medium',20130115,20130527.0,20140125.0,0,0,132,1,'1'
7530,20140102,'Female',19720513,43,'25 - 45','African-American',0,9,0,1,9,-1.0,20140101.0,20140103.0,20140101.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',9,'High',20140102,'Risk of Violence',7,'Medium',20140102,20140101.0,20140103.0,9,1,820,0,'0'
7531,20130214,'Male',19850829,30,'25 - 45','African-American',0,2,0,0,3,0.0,20130214.0,20130215.0,20132323.86044592,20130214.0,0.0,'F','arrest case no charge',1,'(M2)',216.0,20130303.0,'Petit Theft',20131005.0,20131006.0,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130214,'Risk of Violence',2,'Low',20130214,20130214.0,20130215.0,3,1,17,1,'1'
7534,20130701,'Male',19710831,44,'25 - 45','Caucasian',0,1,0,0,1,-4.0,20130627.0,20130627.0,20130627.0,20129338.55233069,4.0,'F','Possession Of Heroin',1,'(M1)',20.269430051813472,20130819.0,'POSSESS FIELD BOX WITH REGISTERED MARK',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130701,'Risk of Violence',2,'Low',20130701,20140212.0,20140218.0,1,0,49,1,'1'
7535,20130110,'Male',19790308,37,'25 - 45','African-American',0,3,0,0,1,3.304763283625308,20133664.740987405,20134070.9431012,20100328.0,20129338.55233069,1019.0,'F','Accessory After the Fact',1,'(M2)',20.269430051813472,20130322.0,'Susp Drivers Lic 1st Offense',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130110,'Risk of Violence',1,'Low',20130110,20136526.64402408,20137681.66408713,1,0,71,1,'1'
7536,20140128,'Male',19770112,39,'25 - 45','Caucasian',0,1,0,0,1,-4.0,20140124.0,20140125.0,20140124.0,20129338.55233069,4.0,'F','Pos Cannabis W/Intent Sel/Del',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140128,'Risk of Violence',1,'Low',20140128,20140827.0,20140903.0,1,0,211,0,'0'
7537,20130804,'Male',19781223,37,'25 - 45','Hispanic',0,1,0,0,2,0.0,20130804.0,20130805.0,20130803.0,20129338.55233069,1.0,'F','Aggravated Battery / Pregnant',1,'(M2)',20.269430051813472,20131108.0,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130804,'Risk of Violence',1,'Low',20130804,20130804.0,20130805.0,2,1,96,1,'1'
7538,20131030,'Female',19660904,49,'Greater than 45','African-American',0,1,0,0,1,3.304763283625308,20133664.740987405,20134070.9431012,20101002.0,20129338.55233069,1124.0,'F','Unemployment Compensatn Fraud',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20131030,'Risk of Violence',1,'Low',20131030,20136526.64402408,20137681.66408713,1,0,884,0,'0'
7540,20130329,'Male',19840731,31,'25 - 45','African-American',0,8,0,0,6,-1.0,20130328.0,20130329.0,20130328.0,20129338.55233069,1.0,'F','Resist Officer w/Violence',1,'(F3)',68.0,20130508.0,'Driving While License Revoked',20130715.0,20150113.0,nan,0,'(M1)','Risk of Recidivism',8,'High',20130329,'Risk of Violence',4,'Low',20130329,20150113.0,20200101.0,6,0,40,1,'1'
7541,20130302,'Male',19530408,63,'Greater than 45','Caucasian',0,1,0,0,5,-1.0,20130301.0,20130305.0,20130301.0,20129338.55233069,1.0,'M','Prostitution',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130302,'Risk of Violence',1,'Low',20130302,20130427.0,20130506.0,5,3,56,0,'0'
7542,20131214,'Female',19491201,66,'Greater than 45','African-American',0,8,0,0,11,-1.0,20131213.0,20131219.0,20131213.0,20129338.55233069,1.0,'F','Poss Wep Conv Felon',1,'(F3)',0.0,20150418.0,'Grand Theft in the 3rd Degree',20150418.0,20151013.0,nan,0,'(M1)','Risk of Recidivism',8,'High',20131214,'Risk of Violence',2,'Low',20131214,20150418.0,20151013.0,11,5,490,1,'1'
7543,20140627,'Male',19960623,19,'Less than 25','Hispanic',2,8,0,0,2,-2.0,20140625.0,20140626.0,20132323.86044592,20140625.0,2.0,'F','arrest case no charge',1,'(F2)',20.269430051813472,20150810.0,'Burglary Unoccupied Dwelling',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',8,'High',20140627,'Risk of Violence',9,'High',20140627,20141013.0,20141127.0,2,0,108,0,'1'
7545,20130509,'Male',19910815,24,'Less than 25','Caucasian',0,5,0,2,3,-1.0,20130508.0,20130509.0,20130508.0,20129338.55233069,1.0,'F','Purchase Cannabis',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20130509,'Risk of Violence',4,'Low',20130509,20130508.0,20130509.0,3,0,1058,0,'0'
7546,20130216,'Male',19941106,21,'Less than 25','Caucasian',1,10,0,3,2,0.0,20130216.0,20130315.0,20130216.0,20129338.55233069,0.0,'M','Battery',1,'(F3)',20.269430051813472,20151101.0,'Possession of Cocaine',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',10,'High',20130216,'Risk of Violence',8,'High',20130216,20140606.0,20140928.0,2,27,475,0,'0'
7547,20130525,'Female',19671012,48,'Greater than 45','Caucasian',0,2,0,0,0,-1.0,20130524.0,20130526.0,20130524.0,20129338.55233069,1.0,'F','Leaving the Scene of Accident',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130525,'Risk of Violence',1,'Low',20130525,20140116.0,20140307.0,0,1,236,0,'0'
7548,20130503,'Male',19781114,37,'25 - 45','African-American',0,1,0,0,0,-1.0,20130502.0,20130515.0,20130502.0,20129338.55233069,1.0,'F','Poss Similitude of Drivers Lic',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130503,'Risk of Violence',1,'Low',20130503,20130502.0,20130515.0,0,12,1064,0,'0'
7551,20140307,'Male',19941221,21,'Less than 25','African-American',0,2,0,0,0,-1.0,20140306.0,20140307.0,20140306.0,20129338.55233069,1.0,'M','Battery',1,'(M2)',0.0,20140429.0,'Petit Theft',20140429.0,20140430.0,nan,0,'(M1)','Risk of Recidivism',2,'Low',20140307,'Risk of Violence',5,'Medium',20140307,20140429.0,20140430.0,0,0,53,1,'1'
7552,20140502,'Male',19840814,31,'25 - 45','Hispanic',0,5,0,0,1,3.304763283625308,20133664.740987405,20134070.9431012,20132323.86044592,20121030.0,549.0,'F','arrest case no charge',1,'(M2)',20.269430051813472,20140921.0,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20140502,'Risk of Violence',6,'Medium',20140502,20136526.64402408,20137681.66408713,1,0,142,1,'1'
7553,20140227,'Female',19951204,20,'Less than 25','Other',0,5,0,0,0,-1.0,20140226.0,20140227.0,20140226.0,20129338.55233069,1.0,'M','Disorderly Conduct',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20140227,'Risk of Violence',7,'Medium',20140227,20140226.0,20140227.0,0,0,764,0,'0'
7555,20130820,'Female',19520216,64,'Greater than 45','Caucasian',0,1,0,0,0,-1.0,20130819.0,20130820.0,20130819.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130820,'Risk of Violence',1,'Low',20130820,20130819.0,20130820.0,0,0,955,0,'0'
7556,20130211,'Male',19930805,22,'Less than 25','Caucasian',0,6,0,0,0,0.0,20130211.0,20130212.0,20130210.0,20129338.55233069,1.0,'M','Operating W/O Valid License',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130211,'Risk of Violence',5,'Medium',20130211,20130211.0,20130212.0,0,1,1145,0,'0'
7559,20130113,'Male',19720526,43,'25 - 45','Caucasian',0,3,0,0,8,-1.0,20130112.0,20130114.0,20132323.86044592,20130112.0,1.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130113,'Risk of Violence',1,'Low',20130113,20130112.0,20130114.0,8,1,1174,0,'0'
7560,20130220,'Male',19901211,25,'25 - 45','Caucasian',0,7,0,0,3,-24.0,20130127.0,20130215.0,20132323.86044592,20130128.0,23.0,'F','arrest case no charge',1,'(M1)',20.269430051813472,20130409.0,'Possess Drug Paraphernalia',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20130220,'Risk of Violence',3,'Low',20130220,20130127.0,20130215.0,3,0,48,1,'1'
7561,20130507,'Male',19830203,33,'25 - 45','Caucasian',0,9,0,0,10,0.0,20130507.0,20130902.0,20130507.0,20129338.55233069,0.0,'F','Grand Theft in the 3rd Degree',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',9,'High',20130507,'Risk of Violence',8,'High',20130507,20130507.0,20130902.0,10,118,1060,0,'0'
7562,20130822,'Male',19890429,26,'25 - 45','African-American',0,6,0,0,1,-1.0,20130821.0,20130822.0,20130821.0,20129338.55233069,1.0,'F','Felony Driving While Lic Suspd',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130822,'Risk of Violence',6,'Medium',20130822,20130821.0,20130822.0,1,0,953,0,'0'
7563,20130122,'Female',19820824,33,'25 - 45','Caucasian',0,3,0,0,1,-5.0,20130117.0,20130118.0,20090125.0,20129338.55233069,1458.0,'M','Possess Cannabis/20 Grams Or Less',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130122,'Risk of Violence',2,'Low',20130122,20130117.0,20130118.0,1,0,1165,0,'0'
7564,20140228,'Male',19910106,25,'25 - 45','Caucasian',0,3,0,0,3,-58.0,20140101.0,20140228.0,20140101.0,20129338.55233069,58.0,'F','Burglary Dwelling Assault/Batt',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20140228,'Risk of Violence',3,'Low',20140228,20140101.0,20140228.0,3,0,763,0,'0'
7567,20130709,'Female',19851219,30,'25 - 45','African-American',0,6,0,0,3,-51.0,20130519.0,20130519.0,20121115.0,20129338.55233069,236.0,'M','Present Proof of Invalid Insur',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130709,'Risk of Violence',5,'Medium',20130709,20130519.0,20130519.0,3,0,997,0,'0'
7568,20130815,'Female',19950427,20,'Less than 25','African-American',0,5,3,0,3,3.304763283625308,20133664.740987405,20134070.9431012,20111006.0,20129338.55233069,679.0,'M','Operating W/O Valid License',1,'(M2)',20.269430051813472,20160204.0,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20130815,'Risk of Violence',7,'Medium',20130815,20136526.64402408,20137681.66408713,3,0,903,1,'0'
7570,20130321,'Male',19710423,44,'25 - 45','African-American',0,1,0,0,0,-1.0,20130320.0,20130322.0,20130320.0,20129338.55233069,1.0,'F','Aggrav Battery w/Deadly Weapon',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130321,'Risk of Violence',1,'Low',20130321,20130320.0,20130322.0,0,1,1107,0,'0'
7571,20140202,'Male',19850403,31,'25 - 45','African-American',0,2,0,0,0,0.0,20140202.0,20140203.0,20140202.0,20129338.55233069,0.0,'F','Possession of Cocaine',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20140202,'Risk of Violence',2,'Low',20140202,20150420.0,20150520.0,0,1,442,0,'0'
7572,20131030,'Male',19660117,50,'Greater than 45','Caucasian',0,6,0,0,9,-1.0,20131029.0,20131030.0,20131029.0,20129338.55233069,1.0,'M','Susp Drivers Lic 1st Offense',1,'(M2)',0.0,20140422.0,'Susp Drivers Lic 1st Offense',20140422.0,20140424.0,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20131030,'Risk of Violence',4,'Low',20131030,20140422.0,20140424.0,9,0,174,1,'1'
7573,20130113,'Male',19830304,33,'25 - 45','African-American',0,9,2,2,16,-1.0,20130112.0,20130118.0,20130112.0,20129338.55233069,1.0,'F','Crimin Mischief Damage $1000+',1,'(M1)',1.0,20140110.0,'Resist/Obstruct W/O Violence',20140111.0,20140131.0,nan,0,'(M1)','Risk of Recidivism',9,'High',20130113,'Risk of Violence',6,'Medium',20130113,20130617.0,20130619.0,16,5,155,0,'1'
7574,20130213,'Female',19660106,50,'Greater than 45','Caucasian',0,1,0,0,1,3.304763283625308,20133664.740987405,20134070.9431012,20110618.0,20129338.55233069,606.0,'M','Driving Under The Influence',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130213,'Risk of Violence',1,'Low',20130213,20136526.64402408,20137681.66408713,1,0,1143,0,'0'
7576,20130913,'Male',19850103,31,'25 - 45','African-American',0,10,0,0,1,0.0,20130913.0,20130913.0,20132323.86044592,20130912.0,1.0,'F','arrest case no charge',1,'(M2)',20.269430051813472,20140322.0,'Operating W/O Valid License',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',10,'High',20130913,'Risk of Violence',6,'Medium',20130913,20151203.0,20200101.0,1,0,190,1,'1'
7577,20130429,'Female',19910301,25,'25 - 45','Hispanic',0,3,0,0,0,-3.0,20130426.0,20130426.0,20130426.0,20129338.55233069,3.0,'M','Lve/Scen/Acc/Veh/Prop/Damage',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130429,'Risk of Violence',3,'Low',20130429,20130426.0,20130426.0,0,0,1068,0,'0'
7578,20140108,'Female',19720523,43,'25 - 45','African-American',0,2,0,0,2,-17.0,20131222.0,20140108.0,20131222.0,20129338.55233069,17.0,'M','Viol Prot Injunc Repeat Viol',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20140108,'Risk of Violence',1,'Low',20140108,20131222.0,20140108.0,2,0,814,0,'0'
7580,20130304,'Female',19650329,51,'Greater than 45','Caucasian',0,8,0,0,2,-39.0,20130124.0,20130131.0,20132323.86044592,20130127.0,36.0,'F','arrest case no charge',1,'(F3)',20.269430051813472,20140701.0,'Possession of Methadone',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',8,'High',20130304,'Risk of Violence',3,'Low',20130304,20130621.0,20130625.0,2,0,109,0,'1'
7581,20141019,'Male',19881209,27,'25 - 45','African-American',0,1,0,0,0,0.0,20141019.0,20141019.0,20141018.0,20129338.55233069,1.0,'M','Child Abuse',1,'(M2)',20.269430051813472,20160119.0,'Petit Theft',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20141019,'Risk of Violence',2,'Low',20141019,20141019.0,20141019.0,0,0,457,1,'1'
7585,20131227,'Male',19810802,34,'25 - 45','Other',0,1,0,0,2,-1.0,20131226.0,20131227.0,20132323.86044592,20030610.0,3853.0,'M','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20131227,'Risk of Violence',1,'Low',20131227,20131226.0,20131227.0,2,0,826,0,'0'
7586,20130513,'Male',19710917,44,'25 - 45','Other',0,1,0,0,0,-1.0,20130512.0,20130517.0,20130512.0,20129338.55233069,1.0,'F','False Imprisonment',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130513,'Risk of Violence',1,'Low',20130513,20130512.0,20130517.0,0,4,1054,0,'0'
7587,20130402,'Male',19850130,31,'25 - 45','African-American',0,10,0,0,6,29.0,20130501.0,20130502.0,20121130.0,20129338.55233069,123.0,'M','Battery',1,'(M2)',51.0,20130718.0,'Driving License Suspended',20130907.0,20130908.0,nan,0,'(M1)','Risk of Recidivism',10,'High',20130402,'Risk of Violence',5,'Medium',20130402,20130501.0,20130502.0,6,0,29,0,'1'
7588,20130610,'Male',19850510,30,'25 - 45','Hispanic',0,4,1,0,14,-79.0,20130323.0,20130517.0,20130323.0,20129338.55233069,79.0,'F','Battery on Law Enforc Officer',1,'(M1)',0.0,20140915.0,'Trespass Other Struct/Conve',20140915.0,20141206.0,nan,1,'(F3)','Risk of Recidivism',4,'Low',20130610,'Risk of Violence',6,'Medium',20130610,20140915.0,20141206.0,14,0,462,1,'1'
7589,20130423,'Male',19890808,26,'25 - 45','African-American',0,3,0,0,2,-1.0,20130422.0,20130917.0,20130422.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(F3)',20.269430051813472,20140428.0,'Possession Burglary Tools',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130423,'Risk of Violence',4,'Low',20130423,20130422.0,20130917.0,2,147,370,1,'1'
7591,20131022,'Male',19950920,20,'Less than 25','African-American',2,9,2,0,4,-1.0,20131021.0,20131023.0,20131021.0,20129338.55233069,1.0,'F','Possession of Cocaine',1,'(F1)',0.0,20160301.0,'Driving License Suspended',20160301.0,20160303.0,nan,0,'(M1)','Risk of Recidivism',9,'High',20131022,'Risk of Violence',9,'High',20131022,20131229.0,20131230.0,4,1,68,0,'1'
7593,20140626,'Male',19750320,41,'25 - 45','Hispanic',0,2,0,0,1,0.0,20140626.0,20140626.0,20140626.0,20129338.55233069,0.0,'F','Possession of Cocaine',1,'(M2)',20.269430051813472,20150421.0,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20140626,'Risk of Violence',2,'Low',20140626,20140626.0,20140626.0,1,0,299,1,'1'
7595,20140121,'Female',19600606,55,'Greater than 45','Hispanic',0,1,0,0,0,-1.0,20140120.0,20140121.0,20140120.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140121,'Risk of Violence',1,'Low',20140121,20140120.0,20140121.0,0,0,801,0,'0'
7596,20140207,'Male',19861014,29,'25 - 45','African-American',3,2,0,0,6,-26.0,20140112.0,20140207.0,20132323.86044592,20140129.0,9.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20140207,'Risk of Violence',2,'Low',20140207,20140112.0,20140207.0,6,0,784,0,'0'
7597,20130815,'Male',19841224,31,'25 - 45','Other',0,1,0,0,0,-1.0,20130814.0,20130815.0,20130814.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130815,'Risk of Violence',1,'Low',20130815,20130814.0,20130815.0,0,0,960,0,'0'
7602,20140924,'Male',19840508,31,'25 - 45','African-American',0,7,0,1,11,0.0,20140924.0,20140924.0,20140924.0,20129338.55233069,0.0,'F','Grand Theft (Motor Vehicle)',1,'(M2)',1.0,20150518.0,'Operating W/O Valid License',20150519.0,20150519.0,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20140924,'Risk of Violence',5,'Medium',20140924,20150220.0,20150221.0,11,0,149,0,'1'
7603,20130312,'Male',19640402,52,'Greater than 45','Other',0,1,0,0,0,-1.0,20130311.0,20130312.0,20130311.0,20129338.55233069,1.0,'F','Structuring Transactions',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130312,'Risk of Violence',1,'Low',20130312,20130311.0,20130312.0,0,0,1116,0,'0'
7604,20130325,'Male',19560711,59,'Greater than 45','Caucasian',0,1,0,0,0,-1.0,20130324.0,20130325.0,20130323.0,20129338.55233069,2.0,'M','Leaving Acc/Unattended Veh',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130325,'Risk of Violence',1,'Low',20130325,20140617.0,20140703.0,0,0,449,0,'0'
7605,20130424,'Male',19661007,49,'Greater than 45','African-American',0,1,0,0,1,0.0,20130424.0,20130424.0,20130424.0,20129338.55233069,0.0,'M','Battery',1,'(M1)',0.0,20140608.0,'Battery',20140608.0,20140611.0,nan,1,'(M1)','Risk of Recidivism',1,'Low',20130424,'Risk of Violence',1,'Low',20130424,20140608.0,20140611.0,1,0,410,1,'1'
7606,20130506,'Male',19790727,36,'25 - 45','Caucasian',0,6,0,0,11,-1.0,20130505.0,20130507.0,20130505.0,20129338.55233069,1.0,'M','Battery',1,'(M1)',0.0,20130616.0,'Resist/Obstruct W/O Violence',20130616.0,20130725.0,nan,1,'(M1)','Risk of Recidivism',6,'Medium',20130506,'Risk of Violence',4,'Low',20130506,20130616.0,20130725.0,11,1,41,1,'1'
7607,20131107,'Female',19930408,23,'Less than 25','African-American',0,3,0,0,1,-1.0,20131106.0,20131107.0,20131106.0,20129338.55233069,1.0,'F','Aggrav Battery w/Deadly Weapon',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20131107,'Risk of Violence',4,'Low',20131107,20131106.0,20131107.0,1,0,876,0,'0'
7611,20140713,'Male',19691116,46,'Greater than 45','Caucasian',0,7,0,0,26,-1.0,20140712.0,20141226.0,20140712.0,20129338.55233069,1.0,'F','Burglary Unoccupied Dwelling',1,'(F3)',20.269430051813472,20150109.0,'Felony Petit Theft',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20140713,'Risk of Violence',3,'Low',20140713,20140712.0,20141226.0,26,166,180,1,'1'
7612,20130820,'Male',19561005,59,'Greater than 45','Caucasian',0,1,0,0,2,-1.0,20130819.0,20130826.0,20130819.0,20129338.55233069,1.0,'M','Battery',1,'(M2)',20.269430051813472,20140422.0,'Susp Drivers Lic 1st Offense',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130820,'Risk of Violence',1,'Low',20130820,20130819.0,20130826.0,2,6,245,1,'1'
7613,20131021,'Male',19640509,51,'Greater than 45','Hispanic',0,1,0,0,1,-12.0,20131009.0,20131016.0,20132323.86044592,20131009.0,12.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20131021,'Risk of Violence',1,'Low',20131021,20131009.0,20131016.0,1,0,893,0,'0'
