,dataset,alg,n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,labels_as_tree_leaves,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_depth,max_nbr_clusters,bic_eps,eps,min_samples,metric,n_jobs,linkage,amount_initial_centers,kmax,criteria_clf,criteria_reg,depth_factor,metric_con,metric_cat,max_eps,n_components,oblique_splits,max_oblique_features,min_nr_instances,min_y,min_rd,threshold,branching_factor
255,triangle2_y,skl_kmeans,4.0,,,1000.0,20.0,0.0127069950103759,0.6335,2360.4664,0.4926,0.979,0.9497,1.1993,0.9317,0.932,0.937,0.927,0.932,0.9646,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,zelnik5_y,CLTree,,,,,,2.112450361251831,-0.5518,6.5761,4.8469,0.5086,0.0223,0.4093,0.2592,0.2923,0.2963,0.2885,0.2923,0.3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,10.0,,
257,zelnik5_y,CenterParTree2,,,,100.0,20.0,0.2084779739379882,0.5285,528.2921,0.7804,0.9331,0.8047,1.3814,0.8858,0.8869,1.0,0.7968,0.8869,0.8564,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,12.0,6.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
258,zelnik5_y,ExKMC,6.0,6.0,IMM,100.0,20.0,0.0108442306518554,0.5357,583.1895,0.6711,0.8829,0.6692,1.2073,0.7881,0.7901,0.874,0.721,0.7901,0.7478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,zelnik5_y,ImpurityParTree2,,,,1000.0,20.0,2.7593722343444824,-0.2857,29.4536,1.1325,0.481,0.0415,0.3359,0.2634,0.2841,0.2432,0.3417,0.2841,0.412,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,6.0,12.0,0.2,,,,,,,,gini,mape,,,,,,,,,,,,
260,zelnik5_y,PrincipalParTree,,,,inf,20.0,0.0370814800262451,0.2922,147.5216,3.0307,0.9442,0.8397,1.3814,0.8864,0.888,1.0,0.7986,0.888,0.8818,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,10.0,8.0,0.2,,,,,,,,,,,,,,2.0,False,1.0,,,,,
261,zelnik5_y,ShallowTree,6.0,,,inf,20.0,0.0839381217956543,0.5444,576.2451,0.7016,0.9309,0.7978,1.3814,0.8833,0.8844,1.0,0.7927,0.8844,0.8514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
262,zelnik5_y,VarianceParTree,,,,100.0,20.0,0.4646360874176025,0.2989,343.3217,1.6143,0.8208,0.4099,1.1669,0.622,0.6288,0.8447,0.5008,0.6288,0.545,,,,,,,,,,,,,5.0,3.0,,,,,,,8.0,12.0,0.1,,,,,,,,,,,,,,,,,,,,,
263,zelnik5_y,kmeans+dt,10.0,,,inf,20.0,0.086613655090332,0.4196,247.251,1.0777,0.9669,0.908,1.3814,0.9422,0.9427,1.0,0.8916,0.9427,0.9318,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
264,zelnik5_y,kmodes,12.0,,,100.0,20.0,0.0707576274871826,0.2474,3.1277,0.5142,0.275,0.0037,0.0325,0.0038,0.0423,0.0235,0.2095,0.0423,0.4931,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
265,zelnik5_y,pyc_xmeans,,,,inf,20.0,0.0037078857421875,0.5647,759.2043,0.6273,0.9079,0.7212,1.3814,0.8262,0.8284,1.0,0.7071,0.8284,0.7958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,,,,,,,,,,,,,
266,zelnik5_y,skl_DBSCAN,,,,100.0,20.0,0.0040616989135742,0.345,177.4906,1.5373,1.0,1.0,1.3814,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,auto,,,,,,,,,,,,,,,,0.25,10.0,euclidean,4.0,,,,,,,,,,,,,,,,,
267,zelnik5_y,skl_OPTICS,,,,100.0,20.0,0.9345464706420898,-0.0869,80.8389,2.6847,0.895,0.7267,1.1403,0.8142,0.8158,0.8255,0.8064,0.8158,0.7979,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
268,zelnik5_y,skl_agglomerativeClust,4.0,,,100.0,20.0,0.0020041465759277,0.345,177.4906,1.5373,1.0,1.0,1.3814,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,single,,,,,,,,,,,,,,,,
269,zelnik5_y,skl_birch,8.0,,,1000.0,20.0,0.0081300735473632,0.5643,750.5378,0.623,0.9082,0.7221,1.3814,0.8266,0.8288,1.0,0.7077,0.8288,0.7964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
270,zelnik5_y,skl_bis_kmeans,8.0,,,100.0,20.0,0.1108374595642089,0.5176,660.0168,0.6347,0.8768,0.6175,1.305,0.7669,0.7697,0.9447,0.6495,0.7697,0.7148,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,zelnik5_y,skl_kmeans,8.0,,,inf,20.0,0.0812630653381347,0.5656,762.7819,0.6368,0.9078,0.7207,1.3814,0.8261,0.8283,1.0,0.7069,0.8283,0.7955,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,zelnik6_y,CLTree,,,,,,0.5279557704925537,-0.6638,3.2641,16.7299,0.6351,0.0748,0.6752,0.3091,0.3666,0.6299,0.2585,0.3666,0.2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,15.0,,
273,zelnik6_y,CenterParTree2,,,,100.0,20.0,0.1994740962982177,0.7456,578.3815,0.6387,0.8986,0.7779,0.8279,0.708,0.7138,0.7724,0.6635,0.7138,0.8562,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,3.0,10.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
274,zelnik6_y,ExKMC,4.0,4.0,IMM,100.0,20.0,0.0030829906463623,0.7648,641.7966,0.4125,0.8981,0.7787,0.8077,0.7334,0.7366,0.7536,0.7203,0.7366,0.8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,zelnik6_y,ImpurityParTree2,,,,100.0,20.0,0.6221060752868652,-0.3497,24.8369,1.8979,0.667,0.2158,0.5341,0.3535,0.3772,0.4983,0.3034,0.3772,0.4509,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,8.0,12.0,0.2,,,,,,,,gini,mape,,,,,,,,,,,,
276,zelnik6_y,PrincipalParTree,,,,inf,20.0,0.0493662357330322,0.6596,484.1289,0.6191,0.9421,0.869,1.0078,0.7796,0.7862,0.9402,0.6755,0.7862,0.9134,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,6.0,12.0,0.0,,,,,,,,,,,,,,2.0,False,1.0,,,,,
277,zelnik6_y,ShallowTree,8.0,,,100.0,20.0,0.028616189956665,0.7211,664.9803,0.511,0.9199,0.8215,0.907,0.7313,0.7386,0.8462,0.6553,0.7386,0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
278,zelnik6_y,VarianceParTree,,,,100.0,20.0,0.2301082611083984,0.7307,512.424,0.6958,0.9091,0.7995,0.8603,0.7279,0.7332,0.8026,0.6749,0.7332,0.8692,,,,,,,,,,,,,50.0,3.0,,,,,,,3.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,
279,zelnik6_y,kmeans+dt,8.0,,,100.0,20.0,0.0208487510681152,0.6134,64.2183,2.2678,0.9111,0.8048,0.8546,0.7365,0.7419,0.7972,0.6937,0.7419,0.8732,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
280,zelnik6_y,kmodes,12.0,,,100.0,20.0,0.0345461368560791,-0.3178,0.4483,1.3702,0.365,-0.0166,0.0416,-0.0128,0.0608,0.0388,0.1397,0.0608,0.5533,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
281,zelnik6_y,pyc_xmeans,,,,1000.0,20.0,0.0035674571990966,0.6298,578.7962,0.5568,0.9324,0.8479,0.9626,0.7452,0.7541,0.898,0.6499,0.7541,0.8993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,
282,zelnik6_y,skl_DBSCAN,,,,100.0,20.0,0.0029876232147216,0.578,73.5757,2.4436,1.0,1.0,1.0719,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,5.0,euclidean,4.0,,,,,,,,,,,,,,,,,
283,zelnik6_y,skl_OPTICS,,,,1000.0,20.0,0.5406665802001953,0.5909,203.7951,0.7759,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,,,,,,,,auto,,,,,,,,,,,,,,,,,10.0,correlation,4.0,,,,,,,,,inf,,,,,,,,
284,zelnik6_y,skl_agglomerativeClust,4.0,,,1000.0,20.0,0.0012068748474121,0.742,492.4168,0.529,0.9318,0.8493,0.907,0.8031,0.8054,0.8462,0.7683,0.8054,0.9014,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,,average,,,,,,,,,,,,,,,,
285,zelnik6_y,skl_birch,4.0,,,inf,20.0,0.0043356418609619,0.7543,576.4192,0.4551,0.9034,0.7896,0.8212,0.7429,0.7459,0.7661,0.7268,0.7459,0.8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
286,zelnik6_y,skl_bis_kmeans,6.0,,,inf,20.0,0.0613844394683837,0.7243,574.0791,0.5734,0.9138,0.8096,0.872,0.7387,0.7438,0.8135,0.6852,0.7438,0.8756,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,zelnik6_y,skl_kmeans,8.0,,,100.0,20.0,0.081540822982788,0.7211,664.9803,0.511,0.9199,0.8215,0.907,0.7313,0.7386,0.8462,0.6553,0.7386,0.8824,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
